raceId,driverId,constructorId,qualifying_position,q1,q2,q3,points,position,wins,resultId,grid,final_position,positionOrder,points_per_race,laps,fastestLap,fastestLapTime,fastestLapSpeed,statusId,constructor_points,constructor_position,constructor_wins,avg_position_last_5,points_before_race,circuitId,year,avg_position_circuit,grid_qual_diff,avg_position_per_season,avg_points_per_race_season,avg_constructor_position_season,avg_fastest_lap_speed,avg_pit_stop_duration,avg_lap_time_circuit
927,832,5,15,99.814,103.701,,6.0,11,0,22563,15,8,8,4.0,55,37,105.507,189.132,11,12.0,5,0,4.0,163508.0,2,2015,12.666666666666666,0,12.444444444444445,1.0,7.054054054054054,191.94524154589374,103.6681622164049,106.38747857142857
928,832,5,14,98.622,98.538,,6.0,12,0,22588,14,13,13,0.0,55,41,102.652,191.166,11,12.0,6,0,5.75,163514.0,17,2015,9.5,0,12.444444444444445,1.0,7.054054054054054,191.94524154589374,103.6681622164049,105.91656886227544
929,832,5,9,95.37100000000001,94.64099999999999,94.462,6.0,12,0,22614,9,0,19,0.0,29,13,100.65100000000001,193.571,5,12.0,7,0,7.75,163520.0,3,2015,9.909090909090908,0,12.444444444444445,1.0,7.054054054054054,191.94524154589374,103.6681622164049,97.14198727272728
930,832,5,5,86.773,86.475,86.136,8.0,10,0,22624,5,9,9,2.0,65,62,91.156,183.838,11,14.0,7,0,12.25,163526.0,4,2015,6.5,0,12.444444444444445,1.0,7.054054054054054,191.94524154589374,103.6681622164049,87.5394481707317
931,832,5,8,77.246,76.762,76.931,9.0,12,0,22645,0,10,10,1.0,78,48,79.816,150.511,1,15.0,8,0,11.6,163534.0,6,2015,6.111111111111111,-8,12.444444444444445,1.0,7.054054054054054,191.94524154589374,103.6681622164049,88.34363755458514
932,832,5,11,76.611,76.042,,9.0,13,0,22667,11,12,12,0.0,69,61,78.811,199.205,11,15.0,8,0,11.8,163543.0,7,2015,10.375,0,12.444444444444445,1.0,7.054054054054054,191.94524154589374,103.6681622164049,81.51271030042919
933,832,5,13,71.158,70.465,,9.0,15,0,22691,12,0,16,0.0,35,28,73.234,212.655,75,19.0,8,0,12.6,163552.0,70,2015,9.416666666666666,-1,12.444444444444445,1.0,7.054054054054054,191.94524154589374,103.6681622164049,72.76187402597402
934,832,5,8,94.64099999999999,94.071,93.649,9.0,15,0,22709,8,0,14,0.0,31,26,98.697,214.875,10,19.0,8,0,13.2,163561.0,9,2015,10.181818181818182,0,12.444444444444445,1.0,7.054054054054054,191.94524154589374,103.6681622164049,110.32979545454545
936,832,5,12,84.623,83.869,,9.0,16,0,22732,12,0,17,0.0,60,38,88.611,177.986,10,31.0,7,0,12.2,163570.0,11,2015,7.6,0,12.444444444444445,1.0,7.054054054054054,191.94524154589374,103.6681622164049,88.26530802919707
937,832,5,10,109.10900000000001,109.065,109.771,9.0,16,0,22752,10,0,17,0.0,32,25,114.68,219.867,131,35.0,7,0,13.8,163579.0,13,2015,13.5,0,12.444444444444445,1.0,7.054054054054054,191.94524154589374,103.6681622164049,117.84261373390558
938,832,5,13,85.41,85.618,,9.0,16,0,22766,17,11,11,0.0,52,38,87.51,238.313,11,35.0,7,0,15.2,163588.0,14,2015,8.7,4,12.444444444444445,1.0,7.054054054054054,191.94524154589374,103.6681622164049,92.35085771543086
939,832,5,14,106.465,106.894,,11.0,16,0,22784,14,9,9,2.0,61,43,110.40100000000001,165.161,1,41.0,7,0,15.0,163597.0,15,2015,7.25,0,12.444444444444445,1.0,7.054054054054054,191.94524154589374,103.6681622164049,114.89273498964803
940,832,5,12,94.87299999999999,94.453,,12.0,15,0,22805,10,10,10,1.0,52,16,98.686,211.835,11,44.0,7,0,13.6,163608.0,22,2015,11.25,-2,12.444444444444445,1.0,7.054054054054054,191.94524154589374,103.6681622164049,105.58159872611466
942,832,5,20,127.304,,,18.0,15,0,22843,20,7,7,6.0,56,51,102.66,193.325,1,63.0,7,0,12.8,163620.0,69,2015,7.444444444444445,0,12.444444444444445,1.0,7.054054054054054,191.94524154589374,103.6681622164049,105.1755513392857
943,832,5,11,80.96000000000001,80.94200000000001,,18.0,15,0,22869,11,13,13,0.0,71,46,82.172,188.56,1,65.0,7,0,10.8,163638.0,32,2015,10.333333333333334,0,12.444444444444445,1.0,7.054054054054054,191.94524154589374,103.6681622164049,87.54089672977625
944,832,5,12,73.267,73.045,,18.0,15,0,22895,10,0,19,0.0,0,0,,0.0,31,67.0,7,0,10.0,163656.0,18,2015,9.11111111111111,-2,12.444444444444445,1.0,7.054054054054054,191.94524154589374,103.6681622164049,95.32813696060038
945,832,5,10,102.911,102.482,102.708,18.0,15,0,22907,10,11,11,0.0,55,38,106.99799999999999,186.867,1,67.0,7,0,11.6,163674.0,24,2015,9.7,0,12.444444444444445,1.0,7.054054054054054,191.94524154589374,103.6681622164049,100.58228927203065
948,832,5,7,87.057,85.384,85.582,2.0,9,0,22925,7,9,9,2.0,57,23,91.67099999999999,208.253,1,3.0,7,0,12.0,163692.0,1,2016,11.125,0,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,106.10899152542372
949,832,5,11,91.71600000000001,91.816,,2.0,12,0,22956,11,0,18,0.0,29,22,98.408,197.983,31,11.0,6,0,11.8,163694.0,3,2016,9.909090909090908,0,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,97.14198727272728
950,832,5,8,97.656,97.20400000000001,96.881,4.0,12,0,22969,8,9,9,2.0,56,35,101.485,193.364,1,17.0,6,0,14.0,163696.0,17,2016,9.5,0,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,105.91656886227544
951,832,5,11,97.78399999999999,97.652,,4.0,14,0,22994,11,12,12,0.0,52,41,102.205,205.986,11,17.0,6,0,13.2,163700.0,71,2016,11.166666666666666,0,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,106.16941639344262
952,832,5,8,84.496,84.077,83.643,12.0,11,0,23010,8,6,6,8.0,66,42,89.663,186.899,1,26.0,5,0,11.8,163704.0,4,2016,6.5,0,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,87.5394481707317
953,832,5,7,75.467,74.805,74.749,16.0,13,0,23034,6,8,8,4.0,77,70,78.519,152.997,11,30.0,6,0,10.8,163716.0,6,2016,6.111111111111111,-1,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,88.34363755458514
954,832,5,16,74.714,81.956,,18.0,14,0,23057,20,9,9,2.0,69,54,76.578,205.014,11,32.0,6,0,10.6,163732.0,7,2016,10.375,4,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,81.51271030042919
955,832,5,13,104.827,105.0,,18.0,14,0,23091,18,0,21,0.0,31,31,108.804,198.621,22,32.0,6,0,8.8,163750.0,73,2016,11.5,5,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,124.33973469387756
956,832,5,15,67.618,,,22.0,12,0,23100,15,8,8,4.0,71,68,70.138,222.042,1,36.0,6,0,11.2,163768.0,70,2016,9.416666666666666,0,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,72.76187402597402
957,832,5,8,92.11500000000001,91.708,91.989,26.0,12,0,23122,7,8,8,4.0,52,43,97.40100000000001,217.734,1,41.0,6,0,10.4,163790.0,9,2016,10.181818181818182,-1,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,110.32979545454545
958,832,5,6,96.11500000000001,84.73400000000001,81.131,30.0,10,0,23144,6,8,8,4.0,69,67,85.10300000000001,185.323,11,45.0,6,0,10.8,163816.0,11,2016,7.6,0,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,88.26530802919707
959,832,5,13,76.31700000000001,75.989,,30.0,11,0,23172,15,14,14,0.0,66,54,79.957,205.94,11,45.0,6,0,10.8,163846.0,10,2016,10.333333333333334,2,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,88.01847715736041
960,832,5,15,108.876,109.038,,30.0,12,0,23200,14,0,20,0.0,1,0,,0.0,29,45.0,7,0,11.8,163876.0,13,2016,13.5,-1,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,117.84261373390558
961,832,5,16,83.661,83.496,,30.0,12,0,23217,15,15,15,0.0,52,41,86.751,240.398,11,45.0,7,0,11.6,163906.0,14,2016,8.7,-1,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,92.35085771543086
962,832,5,6,105.499,104.493,104.197,30.0,12,0,23238,6,14,14,0.0,60,56,110.532,164.965,11,47.0,7,0,13.0,163936.0,15,2016,7.25,0,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,114.89273498964803
963,832,5,16,95.60499999999999,95.374,,30.0,12,0,23257,16,11,11,0.0,56,44,99.243,201.07,1,47.0,7,0,14.2,163966.0,2,2016,12.666666666666666,0,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,106.38747857142857
964,832,5,14,92.789,92.685,,30.0,12,0,23285,14,17,17,0.0,52,41,97.723,213.923,11,47.0,7,0,14.8,163996.0,22,2016,11.25,0,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,105.58159872611466
965,832,5,10,97.744,97.175,97.326,38.0,12,0,23296,10,6,6,8.0,56,33,102.832,193.002,1,55.0,7,0,15.4,164026.0,69,2016,7.444444444444445,0,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,105.1755513392857
966,832,5,10,80.457,80.169,80.378,38.0,12,0,23328,10,16,16,0.0,70,52,84.467,183.437,11,55.0,7,0,12.6,164064.0,32,2016,10.333333333333334,0,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,87.54089672977625
967,832,5,15,72.95,72.92,,46.0,12,0,23340,15,6,6,8.0,71,38,87.15299999999999,177.99,1,63.0,7,0,12.8,164102.0,18,2016,9.11111111111111,0,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,95.32813696060038
968,832,5,21,102.393,,,46.0,12,0,23374,21,0,18,0.0,41,30,106.59100000000001,187.58,130,63.0,7,0,11.2,164148.0,24,2016,9.7,0,12.047619047619047,2.1904761904761907,6.4,191.94524154589374,103.6681622164049,100.58228927203065
969,832,5,8,85.542,84.997,84.487,4.0,8,0,23386,8,8,8,4.0,56,53,87.67699999999999,217.74,11,6.0,6,0,12.6,164194.0,1,2017,11.125,0,12.25,2.7,5.8,191.94524154589374,103.6681622164049,106.10899152542372
970,832,5,11,94.56700000000001,94.15,,10.0,7,0,23405,11,7,7,6.0,56,30,97.398,201.478,1,12.0,4,0,10.8,164198.0,17,2017,9.5,0,12.25,2.7,5.8,191.94524154589374,103.6681622164049,105.91656886227544
971,832,5,16,92.118,,,10.0,9,0,23434,16,0,16,0.0,12,8,98.02600000000001,198.755,4,12.0,6,0,11.0,164208.0,3,2017,9.909090909090908,0,12.25,2.7,5.8,191.94524154589374,103.6681622164049,97.14198727272728
972,832,5,11,95.827,95.94800000000001,,11.0,9,0,23448,14,10,10,1.0,51,51,98.858,212.96,11,13.0,6,0,11.0,164218.0,71,2017,11.166666666666666,3,12.25,2.7,5.8,191.94524154589374,103.6681622164049,106.16941639344262
973,832,5,12,81.941,81.371,,17.0,10,0,23465,12,7,7,6.0,65,61,86.186,194.439,11,21.0,5,0,11.8,164229.0,4,2017,6.5,0,12.25,2.7,5.8,191.94524154589374,103.6681622164049,87.5394481707317
974,832,5,6,73.526,73.397,73.162,25.0,8,0,23484,6,6,6,8.0,78,39,76.649,156.73,1,29.0,5,0,9.6,164246.0,6,2017,6.111111111111111,0,12.25,2.7,5.8,191.94524154589374,103.6681622164049,88.34363755458514
975,832,5,13,74.051,73.756,,25.0,9,0,23518,13,0,20,0.0,0,0,,0.0,4,29.0,5,0,9.2,164271.0,7,2017,10.375,0,12.25,2.7,5.8,191.94524154589374,103.6681622164049,81.51271030042919
976,832,5,12,103.489,103.34700000000001,,29.0,9,0,23526,15,8,8,4.0,51,46,105.866,204.133,1,33.0,6,0,11.8,164296.0,73,2017,11.5,3,12.25,2.7,5.8,191.94524154589374,103.6681622164049,124.33973469387756
977,832,5,10,65.675,65.544,65.726,29.0,9,0,23558,10,0,17,0.0,44,42,69.15,224.798,5,33.0,6,0,10.2,164325.0,70,2017,9.416666666666666,0,12.25,2.7,5.8,191.94524154589374,103.6681622164049,72.76187402597402
978,832,5,14,101.114,91.368,,29.0,9,0,23580,13,0,19,0.0,0,0,,0.0,130,33.0,6,0,11.6,164354.0,9,2017,10.181818181818182,-1,12.25,2.7,5.8,191.94524154589374,103.6681622164049,110.32979545454545
979,832,5,10,78.94800000000001,78.311,78.912,35.0,9,0,23588,9,7,7,6.0,69,67,81.871,192.639,11,39.0,6,0,14.0,164383.0,11,2017,7.6,-1,12.25,2.7,5.8,191.94524154589374,103.6681622164049,88.26530802919707
980,832,5,14,105.374,105.439,,36.0,9,0,23611,13,10,10,1.0,44,39,109.709,229.829,1,40.0,6,0,14.2,164418.0,13,2017,13.5,-1,12.25,2.7,5.8,191.94524154589374,103.6681622164049,117.84261373390558
981,832,5,15,99.788,98.52600000000001,,36.0,9,0,23635,15,14,14,0.0,52,46,86.21000000000001,241.906,11,40.0,6,0,12.2,164454.0,14,2017,8.7,0,12.25,2.7,5.8,191.94524154589374,103.6681622164049,92.35085771543086
982,832,5,10,102.176,101.826,102.056,48.0,9,0,23645,10,4,4,12.0,58,52,106.537,171.151,1,52.0,6,0,13.4,164490.0,15,2017,7.25,0,12.25,2.7,5.8,191.94524154589374,103.6681622164049,114.89273498964803
983,832,5,14,92.65,92.402,,48.0,9,0,23680,14,0,19,0.0,29,27,98.12299999999999,203.365,5,52.0,6,0,10.8,164538.0,2,2017,12.666666666666666,0,12.25,2.7,5.8,191.94524154589374,103.6681622164049,106.38747857142857
984,832,5,15,90.565,90.413,,48.0,9,0,23701,19,0,20,0.0,0,0,,0.0,3,52.0,6,0,10.8,164586.0,22,2017,11.25,4,12.25,2.7,5.8,191.94524154589374,103.6681622164049,105.58159872611466
985,832,4,8,95.517,94.899,94.852,54.0,9,0,23708,7,7,7,6.0,56,43,100.462,197.555,1,48.0,7,0,13.4,164634.0,69,2017,7.444444444444445,-1,12.25,2.7,7.333333333333333,191.94524154589374,103.6681622164049,105.1755513392857
986,832,4,9,78.405,77.753,77.794,54.0,9,0,23737,8,0,16,0.0,59,34,81.36,190.442,5,48.0,7,0,12.8,164688.0,32,2017,10.333333333333334,-1,12.25,2.7,7.333333333333333,191.94524154589374,103.6681622164049,87.54089672977625
987,832,4,9,70.227,69.768,69.805,54.0,9,0,23752,8,11,11,0.0,70,67,73.625,210.694,11,49.0,7,0,13.2,164742.0,18,2017,9.11111111111111,-1,12.25,2.7,7.333333333333333,191.94524154589374,103.6681622164049,95.32813696060038
988,832,4,12,98.81,98.725,,54.0,9,0,23780,12,0,19,0.0,31,26,103.378,193.41,36,57.0,6,0,14.6,164796.0,24,2017,9.7,0,12.25,2.7,7.333333333333333,191.94524154589374,103.6681622164049,100.58228927203065
989,832,4,9,83.529,83.061,83.577,1.0,10,0,23791,9,10,10,1.0,58,51,87.944,217.079,1,7.0,5,0,14.6,164850.0,1,2018,11.125,0,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,106.10899152542372
990,832,4,10,89.893,89.80199999999999,89.986,1.0,13,0,23812,10,11,11,0.0,56,35,95.535,203.937,11,15.0,5,0,12.6,164851.0,3,2018,9.909090909090908,0,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,97.14198727272728
991,832,4,9,93.315,92.97,92.819,3.0,12,0,23830,9,9,9,2.0,56,54,97.75399999999999,200.744,1,25.0,5,0,13.4,164852.0,17,2018,9.5,0,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,105.91656886227544
992,832,4,10,103.426,103.464,103.351,13.0,10,0,23846,9,5,5,10.0,51,50,106.856,202.242,1,35.0,5,0,12.0,164855.0,73,2018,11.5,-1,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,124.33973469387756
993,832,4,9,78.48,77.803,77.78999999999999,19.0,10,0,23868,9,7,7,6.0,65,61,81.324,206.064,11,41.0,4,0,10.8,164868.0,4,2018,6.5,0,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,87.5394481707317
994,832,4,8,72.95,72.286,72.13,20.0,9,0,23891,8,10,10,1.0,78,19,77.491,155.027,1,46.0,4,0,8.4,164887.0,6,2018,6.111111111111111,0,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,88.34363755458514
995,832,4,9,72.689,72.097,72.168,24.0,9,0,23909,9,8,8,4.0,67,61,75.666,207.485,11,56.0,4,0,8.4,164907.0,7,2018,10.375,0,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,81.51271030042919
996,832,4,7,92.394,92.01599999999999,92.126,28.0,9,0,23929,7,8,8,4.0,53,46,95.638,219.904,1,62.0,4,0,7.8,164931.0,34,2018,7.5,0,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,101.13830188679245
997,832,4,9,64.94800000000001,64.561,64.725,28.0,10,0,23953,9,12,12,0.0,70,37,68.766,226.053,11,62.0,4,0,7.6,164959.0,70,2018,9.416666666666666,0,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,72.76187402597402
998,832,4,16,88.456,,,28.0,10,0,23979,16,0,17,0.0,37,25,94.602,224.177,4,70.0,4,0,9.0,164987.0,9,2018,10.181818181818182,0,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,110.32979545454545
999,832,4,8,73.324,73.032,72.69200000000001,28.0,12,0,23994,8,12,12,0.0,67,63,77.43,212.661,1,80.0,4,0,11.0,165015.0,10,2018,10.333333333333334,0,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,88.01847715736041
1000,832,4,5,77.82900000000001,90.771,96.743,30.0,11,0,24011,5,9,9,2.0,69,58,82.774,190.538,11,82.0,4,0,11.4,165043.0,11,2018,7.6,0,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,88.26530802919707
1001,832,4,16,104.489,,,30.0,12,0,24033,14,11,11,0.0,43,32,108.67,232.027,11,82.0,4,0,11.6,165073.0,13,2018,13.5,-2,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,117.84261373390558
1002,832,4,7,81.732,81.55199999999999,81.041,34.0,12,0,24050,7,8,8,4.0,53,43,83.529,249.671,1,86.0,4,0,12.2,165103.0,14,2018,8.7,0,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,92.35085771543086
1003,832,4,12,99.10300000000001,98.71600000000001,,38.0,12,0,24070,12,8,8,4.0,60,50,105.211,173.24,11,91.0,4,0,11.4,165137.0,15,2018,7.25,0,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,114.89273498964803
1004,832,4,14,94.626,,,38.0,12,0,24099,11,17,17,0.0,51,35,99.731,211.095,12,91.0,4,0,9.6,165175.0,71,2018,11.166666666666666,-3,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,106.16941639344262
1005,832,4,13,90.236,90.49,,39.0,12,0,24112,13,10,10,1.0,52,50,94.197,221.93,11,92.0,4,0,10.6,165213.0,22,2018,11.25,0,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,105.58159872611466
1006,832,4,11,94.89099999999999,94.566,,45.0,12,0,24129,11,7,7,6.0,56,45,99.858,198.75,1,106.0,4,0,10.8,165252.0,69,2018,7.444444444444445,0,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,105.1755513392857
1007,832,4,8,76.813,76.188,76.084,45.0,12,0,24161,8,0,19,0.0,28,6,82.386,188.07,22,114.0,4,0,10.0,165297.0,32,2018,10.333333333333334,0,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,87.54089672977625
1008,832,4,16,69.269,,,45.0,12,0,24174,15,12,12,0.0,70,50,72.169,214.945,11,114.0,4,0,12.2,165342.0,18,2018,9.11111111111111,-1,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,95.32813696060038
1009,832,4,11,97.757,96.982,,53.0,10,0,24188,11,6,6,8.0,55,54,101.351,197.278,1,122.0,4,0,13.0,165387.0,24,2018,9.7,0,10.285714285714286,2.5238095238095237,4.190476190476191,191.94524154589374,103.6681622164049,100.58228927203065
1010,832,1,18,83.084,,,0.0,20,0,24222,18,0,20,0.0,9,9,90.899,210.022,5,0.0,9,0,10.8,165440.0,1,2019,11.125,0,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,106.10899152542372
1011,832,1,7,89.52799999999999,89.055,88.813,0.0,20,0,24241,7,0,19,0.0,53,42,95.586,203.829,130,8.0,5,0,12.8,165440.0,3,2019,9.909090909090908,0,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,97.14198727272728
1012,832,1,14,93.686,93.523,,0.0,18,0,24256,14,14,14,0.0,55,44,97.50200000000001,201.263,11,8.0,7,0,15.2,165440.0,17,2019,9.5,0,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,105.91656886227544
1013,832,1,10,101.936,102.398,,6.0,12,0,24269,9,7,7,6.0,51,43,105.807,204.247,1,18.0,4,0,14.2,165440.0,73,2019,11.5,-1,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,124.33973469387756
1014,832,1,13,77.76,77.599,,10.0,11,0,24290,12,8,8,4.0,66,59,80.85900000000001,207.249,1,22.0,4,0,13.2,165446.0,4,2019,6.5,-1,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,87.5394481707317
1015,832,1,9,71.872,71.608,71.417,18.0,7,0,24311,9,6,6,8.0,78,32,75.891,158.295,1,30.0,4,0,13.6,165456.0,6,2019,6.111111111111111,0,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,88.34363755458514
1016,832,1,9,71.75,71.572,73.981,18.0,7,0,24336,11,11,11,0.0,69,37,76.471,205.301,11,30.0,4,0,10.8,165474.0,7,2019,10.375,2,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,81.51271030042919
1017,832,1,6,91.07300000000001,90.319,89.52199999999999,26.0,7,0,24351,6,6,6,8.0,53,52,94.561,222.408,1,40.0,4,0,9.2,165492.0,34,2019,7.5,0,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,101.13830188679245
1018,832,1,15,64.453,73.601,,30.0,7,0,24373,19,8,8,4.0,70,53,68.117,228.207,11,52.0,4,0,7.6,165518.0,70,2019,9.416666666666666,4,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,72.76187402597402
1019,832,1,13,86.203,86.578,,38.0,7,0,24391,13,6,6,8.0,52,50,89.757,236.277,1,60.0,4,0,7.8,165548.0,9,2019,10.181818181818182,0,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,110.32979545454545
1020,832,1,7,73.221,72.632,72.897,48.0,7,0,24410,7,5,5,10.0,64,63,77.84100000000001,211.538,1,70.0,4,0,7.4,165586.0,10,2019,10.333333333333334,0,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,88.01847715736041
1021,832,1,8,76.493,76.30799999999999,75.852,58.0,7,0,24430,8,5,5,10.0,69,66,81.002,194.706,11,82.0,4,0,7.2,165634.0,11,2019,7.6,0,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,88.26530802919707
1022,832,1,17,106.507,,,58.0,7,0,24464,15,0,19,0.0,1,0,,0.0,75,82.0,4,0,6.0,165692.0,13,2019,13.5,-2,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,117.84261373390558
1023,832,1,7,80.413,80.202,80.455,58.0,7,0,24485,7,0,20,0.0,27,10,85.637,243.525,36,83.0,4,0,8.6,165750.0,14,2019,8.7,0,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,92.35085771543086
1024,832,1,7,98.882,97.982,97.818,58.0,7,0,24497,7,12,12,0.0,61,41,105.969,172.001,1,89.0,4,0,11.0,165808.0,15,2019,7.25,0,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,114.89273498964803
1025,832,1,6,94.184,93.807,93.22200000000001,66.0,7,0,24511,5,6,6,8.0,53,53,98.02000000000001,214.78,1,101.0,4,0,12.2,165866.0,71,2019,11.166666666666666,-1,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,106.16941639344262
1026,832,1,7,89.018,88.577,88.304,76.0,6,0,24530,7,5,5,10.0,52,46,93.563,223.434,1,111.0,4,0,12.4,165932.0,22,2019,11.25,0,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,105.58159872611466
1027,832,1,7,77.044,76.267,76.014,76.0,7,0,24558,7,13,13,0.0,70,66,80.311,192.929,11,111.0,4,0,12.4,166008.0,32,2019,10.333333333333334,0,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,87.54089672977625
1028,832,1,7,93.916,93.422,92.84700000000001,80.0,7,0,24573,7,8,8,4.0,55,44,100.844,196.806,11,121.0,4,0,11.2,166084.0,69,2019,7.444444444444445,0,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,105.1755513392857
1029,832,1,20,,,,95.0,7,0,24588,20,3,3,15.0,71,63,73.158,212.039,1,140.0,4,0,8.8,166164.0,18,2019,9.11111111111111,0,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,95.32813696060038
1030,832,1,9,97.358,96.30799999999999,96.459,96.0,6,0,24615,8,10,10,1.0,54,43,101.294,197.389,11,145.0,4,0,7.0,166259.0,24,2019,9.7,-1,10.047619047619047,4.571428571428571,4.428571428571429,191.94524154589374,103.6681622164049,100.58228927203065
1031,832,1,8,64.537,63.971000000000004,63.971000000000004,10.0,5,0,24630,8,5,5,10.0,71,63,67.974,228.687,1,26.0,2,0,7.8,166355.0,70,2020,9.416666666666666,0,8.941176470588236,6.176470588235294,3.2941176470588234,191.94524154589374,103.6681622164049,72.76187402597402
1032,832,1,3,78.59,78.836,80.67099999999999,13.0,7,0,24654,3,9,9,3.0,70,68,65.619,236.894,11,39.0,2,0,7.8,166365.0,70,2020,9.416666666666666,0,8.941176470588236,6.176470588235294,3.2941176470588234,191.94524154589374,103.6681622164049,72.76187402597402
1033,832,1,9,75.281,75.267,75.027,15.0,9,0,24674,9,9,9,2.0,69,68,80.477,195.976,11,41.0,3,0,7.0,166378.0,11,2020,7.6,0,8.941176470588236,6.176470588235294,3.2941176470588234,191.94524154589374,103.6681622164049,88.26530802919707
1034,832,1,7,86.715,86.149,85.965,15.0,10,0,24698,7,13,13,0.0,52,47,89.94800000000001,235.776,1,51.0,3,0,7.2,166393.0,9,2020,10.181818181818182,0,8.941176470588236,6.176470588235294,3.2941176470588234,191.94524154589374,103.6681622164049,110.32979545454545
1035,832,1,13,87.45,87.083,,15.0,11,0,24718,12,13,13,0.0,52,49,90.556,234.193,1,53.0,4,0,9.2,166408.0,9,2020,10.181818181818182,-1,8.941176470588236,6.176470588235294,3.2941176470588234,191.94524154589374,103.6681622164049,110.32979545454545
